Mean_Y_Luminance,Mean_G_RGB,GRGB_Value
1.026016894087069460e+02,9.253151397011046697e+01,1.894266277016319666e+00
1.029376218323586727e+02,9.260233918128655262e+01,1.873356922291064652e+00
1.028979857050032507e+02,9.261208576998051001e+01,1.873216395800600509e+00
1.029974009096816161e+02,9.249837556855101184e+01,1.860686660422885330e+00
1.032884990253411246e+02,9.300194931773879148e+01,1.850224488623284369e+00
1.027751786874593876e+02,9.258674463937622079e+01,1.879745896384630521e+00
1.026887589343729701e+02,9.251007147498376071e+01,1.885001905656042087e+00
1.029460688758934310e+02,9.247758284600389800e+01,1.854130047266099979e+00
1.026757634827810222e+02,9.271345029239766689e+01,1.867519491621641770e+00
1.031033138401559484e+02,9.285315139701104670e+01,1.868374397486646687e+00
1.026088369070825195e+02,9.183105912930474801e+01,1.868002776543515875e+00
1.027322936972059750e+02,9.195711500974658748e+01,1.820450776540721183e+00
1.024411955815464523e+02,9.213515269655620443e+01,1.888189007788612095e+00
1.027290448343079987e+02,9.232813515269656079e+01,1.893134299336167281e+00
1.024574398960363908e+02,9.233008447043535227e+01,1.892633590860604453e+00
1.025081221572449692e+02,9.235672514619882634e+01,1.900237146816457834e+00
1.024522417153996088e+02,9.176023391812864816e+01,1.858077253527166128e+00
1.025107212475633531e+02,9.165497076023392253e+01,1.862489763412859212e+00
1.024775828460038980e+02,9.137231968810915816e+01,1.860771411233154371e+00
1.027582846003898567e+02,9.201234567901234129e+01,1.872280650010814895e+00
1.027361923326835580e+02,9.187719298245613686e+01,1.864434377702237855e+00
1.025497076023391827e+02,9.200000000000000000e+01,1.872305005299633507e+00
1.028297595841455490e+02,9.253346328784925845e+01,1.880545163338118053e+00
1.029324236517218907e+02,9.263417803768680869e+01,1.879867152770847927e+00
1.026913580246913540e+02,9.253086419753086034e+01,1.881629471359428374e+00
1.029083820662768005e+02,9.266406757634827329e+01,1.873342315353431431e+00
1.027413905133203400e+02,9.245938921377518227e+01,1.878969259266130898e+00
1.030259909031838816e+02,9.245419103313840026e+01,1.834777721575403753e+00
1.027342430149447665e+02,9.250227420402859480e+01,1.894227544966368360e+00
1.028089668615984351e+02,9.265237166991552442e+01,1.891646100769852179e+00
1.028206627680311840e+02,9.252371669915530106e+01,1.873134069968762416e+00
1.029655620532813458e+02,9.283820662768030729e+01,1.888095025649357384e+00
1.030805717998700430e+02,9.294476933073424618e+01,1.877112282123599485e+00
1.029902534113060426e+02,9.307147498375569228e+01,1.892160218258466031e+00
1.030974658869395739e+02,9.310656270305392468e+01,1.884244720284051988e+00
1.032936972059779066e+02,9.301689408706953088e+01,1.864942780750036722e+00
1.033313840155945371e+02,9.320467836257310523e+01,1.880769795029028746e+00
1.031578947368421098e+02,9.333333333333332860e+01,1.874048940723508139e+00
1.032066276803118967e+02,9.325730994152046094e+01,1.892054563197899331e+00
1.031111111111111143e+02,9.329564652371669808e+01,1.891439794640143557e+00
1.030760233918128677e+02,9.300000000000000000e+01,1.880822502714268207e+00
1.029220272904483409e+02,9.261013645224171853e+01,1.863607553445448151e+00
1.030389863547758296e+02,9.293632228719947364e+01,1.876067083777041233e+00
1.028752436647173454e+02,9.250942170240415408e+01,1.875444072903039938e+00
1.028914879792072838e+02,9.243209876543210157e+01,1.856126224084635457e+00
1.030006497725795924e+02,9.249057829759584592e+01,1.856000617079956561e+00
1.027979207277452929e+02,9.257050032488629654e+01,1.879331878041190507e+00
1.027225471085120176e+02,9.283495776478233097e+01,1.908208165344878138e+00
1.029876543209876587e+02,9.239831059129305402e+01,1.857644548159498754e+00
1.031377517868745883e+02,9.234827810266406800e+01,1.824403650636417407e+00
1.026426250812215670e+02,9.242040285899935270e+01,1.883638629420775645e+00
1.027764782326185866e+02,9.244964262508122488e+01,1.889372483074025499e+00
1.030000000000000000e+02,9.255360623781676566e+01,1.859791087480348271e+00
1.028330084470435395e+02,9.287524366471734538e+01,1.880038084908522311e+00
1.031020142949967493e+02,9.257894736842105488e+01,1.860838557678628380e+00
1.025666016894087136e+02,9.185380116959063912e+01,1.872227159485814640e+00
1.025763482781026710e+02,9.199545159194282462e+01,1.881771179696772878e+00
1.028128654970760181e+02,9.184470435347628836e+01,1.857469953533656959e+00
1.029623131903833695e+02,9.277777777777777146e+01,1.883505400558564080e+00
1.028518518518518476e+02,9.267121507472384678e+01,1.869561137941320395e+00
1.029467186484730377e+02,9.275568551007147278e+01,1.892772636593411439e+00
1.032742040285899918e+02,9.267186484730343921e+01,1.850769342348450364e+00
1.025562053281351496e+02,9.213580246913579685e+01,1.878054222349809788e+00
1.026848602988953871e+02,9.179467186484730234e+01,1.867729973434119062e+00
1.027212475633528328e+02,9.156335282651072305e+01,1.839549496693741792e+00
1.027017543859649180e+02,9.156205328135152399e+01,1.849810627069810032e+00
1.027472384665367144e+02,9.152436647173489348e+01,1.852070675949352374e+00
1.027205977907732262e+02,9.249902534113060426e+01,1.898648343204883515e+00
1.025919428200129886e+02,9.235932423651722445e+01,1.870828333446944658e+00
1.027621832358674396e+02,9.230409356725145642e+01,1.879925244863637879e+00
1.026081871345029271e+02,9.204223521767382010e+01,1.883773961251641982e+00
1.025529564652371732e+02,9.196686159844054487e+01,1.864236485127046983e+00
1.026764132553606288e+02,9.192917478882391435e+01,1.864623161434918686e+00
1.025724496426250880e+02,9.183820662768030729e+01,1.869009760741629389e+00
1.026471734892787566e+02,9.187784275503574349e+01,1.863465673717373816e+00
1.026426250812215670e+02,9.171150097465887541e+01,1.854805651287674717e+00
1.028115659519168332e+02,9.205068226120857844e+01,1.862596484487034409e+00
1.028115659519168332e+02,9.200519818063678201e+01,1.865379767523161370e+00
1.030142949967511328e+02,9.217673814165041790e+01,1.858394513912235535e+00
1.033612735542560159e+02,9.300649772579596686e+01,1.864854337602829037e+00
1.032183235867446456e+02,9.295841455490578653e+01,1.868453562034294357e+00
1.036926575698505530e+02,9.308641975308641747e+01,1.821912888138706332e+00
1.034769330734243056e+02,9.331838856400260340e+01,1.879740997988563311e+00
1.035211176088369029e+02,9.347173489278752356e+01,1.867881637102311476e+00
1.039244264507422457e+02,9.382928475033737925e+01,1.883160714545666359e+00
1.036855600539811064e+02,9.405128205128205821e+01,1.892398338466400265e+00
1.037685560053981106e+02,9.403373819163293490e+01,1.893820968225694346e+00
1.035215924426450727e+02,9.370580296896086736e+01,1.921219453171724378e+00
1.036160593792172762e+02,9.360526315789473983e+01,1.881412427835130519e+00
1.036686909581646461e+02,9.349325236167341302e+01,1.869628765085312061e+00
1.037381916329284763e+02,9.351349527665317396e+01,1.880577311437749977e+00
1.033778677462887998e+02,9.369770580296895446e+01,1.912478542222628697e+00
1.033063427800269949e+02,9.358704453441295357e+01,1.887495158722762412e+00
1.034905533063427754e+02,9.380971659919028127e+01,1.893169432048481760e+00
1.036363022941970371e+02,9.386977058029690113e+01,1.886329683757715703e+00
1.036282051282051242e+02,9.373346828609986403e+01,1.883711319964367803e+00
1.037719298245613970e+02,9.356545209176788092e+01,1.864782509415152889e+00
1.036160593792172762e+02,9.373279352226720107e+01,1.880061607183234562e+00
1.037557354925775996e+02,9.356275303643724328e+01,1.871963455528630194e+00
1.033582995951417018e+02,9.374898785425101266e+01,1.891035447200998032e+00
1.037678812415654477e+02,9.361605937921727616e+01,1.861869696683678743e+00
1.037125506072874543e+02,9.350404858299594935e+01,1.865630594867135450e+00
1.035006747638326630e+02,9.387786774628879982e+01,1.895546004868432277e+00
1.038987854251012095e+02,9.411066126855600089e+01,1.871481566137696673e+00
1.039358974358974308e+02,9.381241565452091891e+01,1.868364350083396630e+00
1.038387314439946039e+02,9.384143049932524150e+01,1.865424098640074302e+00
1.039217273954116081e+02,9.410323886639676516e+01,1.880199825217163223e+00
1.039406207827260431e+02,9.442240215924427105e+01,1.891508333292464705e+00
1.038556005398110642e+02,9.435964912280701355e+01,1.894444628656121843e+00
1.037321187584345523e+02,9.383805668016194090e+01,1.897812651024901598e+00
1.038461538461538396e+02,9.389811066126856076e+01,1.906232948023343088e+00
1.036943319838056681e+02,9.365317139001349744e+01,1.891186312034925709e+00
1.037456140350877263e+02,9.411673414304993912e+01,1.897275753961193967e+00
1.040168690958164603e+02,9.363225371120107354e+01,1.863884036345045292e+00
1.037901484480431833e+02,9.375910931174088603e+01,1.881575562774131960e+00
1.036713900134952837e+02,9.415924426450742146e+01,1.887080257446675846e+00
1.039210526315789451e+02,9.385087719298245190e+01,1.877273162355673097e+00
1.035769230769230802e+02,9.418286099865046879e+01,1.915058240157108793e+00
1.035782726045883919e+02,9.422402159244263942e+01,1.902959737513533200e+00
1.036417004048582982e+02,9.404925775978406932e+01,1.881464648391287575e+00
1.031869095816464181e+02,9.406005398110660565e+01,1.956072092187453260e+00
1.037206477732793530e+02,9.393657219973009376e+01,1.876873920015678987e+00
1.039021592442645101e+02,9.360796221322537747e+01,1.858857009297545382e+00
1.038690958164642382e+02,9.375101214574898734e+01,1.883499542181796382e+00
1.039217273954116081e+02,9.421322537112010309e+01,1.880778543698824468e+00
1.036639676113360338e+02,9.437112010796221284e+01,1.903920197428173422e+00
1.038947368421052602e+02,9.449325236167341302e+01,1.884293987265943660e+00
1.036605937921727332e+02,9.407152496626180493e+01,1.903799258831063268e+00
1.039278002699055321e+02,9.406747638326585559e+01,1.885581464620555092e+00
1.037186234817813784e+02,9.416329284750337081e+01,1.887274964026409263e+00
1.038805668016194375e+02,9.425978407557354899e+01,1.879386229027625532e+00
1.041464237516869105e+02,9.425573549257759964e+01,1.889840657840351490e+00
1.042145748987854290e+02,9.452294197031038436e+01,1.888975031456647358e+00
1.039628879892037787e+02,9.504993252361673228e+01,1.925668388052768076e+00
1.043488529014844772e+02,9.485290148448042657e+01,1.905391420766856969e+00
1.041167341430499391e+02,9.494736842105263008e+01,1.900045956338113573e+00
1.040202429149797609e+02,9.476248313090418662e+01,1.915361243222033938e+00
1.044682860998650540e+02,9.491700404858299578e+01,1.851399846821595752e+00
1.038879892037786732e+02,9.442037786774628216e+01,1.892176566625858314e+00
1.036902834008097187e+02,9.411538461538461320e+01,1.886096412845833736e+00
1.041160593792172762e+02,9.382860998650471629e+01,1.863048012373127893e+00
1.039547908232118800e+02,9.395411605937921706e+01,1.883503809956949437e+00
1.037260458839406141e+02,9.436774628879892646e+01,1.894033760840028391e+00
1.036410256410256352e+02,9.443252361673414441e+01,1.911539409403408163e+00
1.040330634278002719e+02,9.435357624831308954e+01,1.902509943042282714e+00
1.031201079622132255e+02,9.338731443994602444e+01,1.912202018149042004e+00
1.039008097165991842e+02,9.363022941970309887e+01,1.872459393729950294e+00
1.041241565452091749e+02,9.400000000000000000e+01,1.874255104711194164e+00
1.037651821862348243e+02,9.380026990553305666e+01,1.866058362465837561e+00
1.039271255060728691e+02,9.414304993252360987e+01,1.878252610689559177e+00
1.041457489878542475e+02,9.432860998650471629e+01,1.890177066043526866e+00
1.041261808367071495e+02,9.395344129554655410e+01,1.868265717594158826e+00
1.037982456140350820e+02,9.378407557354925927e+01,1.881291489566704778e+00
1.037766531713900093e+02,9.402496626180837325e+01,1.893173521664549774e+00
1.041815114709851571e+02,9.412145748987853722e+01,1.873556093324417304e+00
1.042267206477732771e+02,9.462753036437247545e+01,1.881402910648537485e+00
1.042995951417004079e+02,9.435897435897436480e+01,1.888016459424346927e+00
1.041875843454790811e+02,9.452024291497976094e+01,1.884477848226066676e+00
1.044116059379217205e+02,9.487584345479082515e+01,1.888195557111600031e+00
1.043832658569500609e+02,9.498515519568151433e+01,1.907536347348452566e+00
1.043846153846153868e+02,9.473481781376517574e+01,1.898477504393168314e+00
1.044197031039136334e+02,9.471390013495276605e+01,1.885371077609233170e+00
1.042294197031039147e+02,9.504858299595142057e+01,1.912096793832104735e+00
1.038704453441295499e+02,9.494331983805668074e+01,1.920275746601596722e+00
1.038771929824561369e+02,9.424763832658570095e+01,1.901549630388429835e+00
1.040620782726045945e+02,9.416261808367072206e+01,1.898056331186916079e+00
1.039703103913630287e+02,9.406072874493926861e+01,1.892280629435825201e+00
1.040087719298245617e+02,9.461336032388663853e+01,1.897264966693700039e+00
1.041788124156545194e+02,9.447031039136302866e+01,1.903185898324054826e+00
1.036039136302294139e+02,9.401282051282051100e+01,1.930835323328539799e+00
1.039912280701754383e+02,9.483400809716599156e+01,1.914785404992687123e+00
1.040573549257759822e+02,9.492105263157894512e+01,1.912450038639549543e+00
1.042618083670715237e+02,9.473009446693657765e+01,1.902211666611058227e+00
1.041666666666666714e+02,9.442375168690958276e+01,1.885992133801487114e+00
1.043468286099865026e+02,9.425843454790823728e+01,1.868238040098139541e+00
1.042307692307692264e+02,9.429419703103913264e+01,1.876335353924314830e+00
1.042314439946018894e+02,9.464170040485829816e+01,1.879530350699955887e+00
1.045411605937921706e+02,9.468286099865046879e+01,1.886492657403084694e+00
1.041842105263157947e+02,9.491767881241565874e+01,1.902711462251770236e+00
1.044595141700404923e+02,9.491497975708502111e+01,1.899405158342607036e+00
1.043940620782726114e+02,9.484278002699055321e+01,1.882159726152457857e+00
1.047456140350877263e+02,9.532118758434548056e+01,1.902918710530910218e+00
1.040000000000000000e+02,9.451686909581646034e+01,1.928349763983452592e+00
1.041322537112010735e+02,9.434345479082321617e+01,1.875066122798586310e+00
1.041160593792172762e+02,9.453643724696355832e+01,1.892268996442705742e+00
1.041680161943319831e+02,9.402226720647773561e+01,1.854497407705555378e+00
1.036659919028340084e+02,9.414507422402159875e+01,1.929428080598952766e+00
1.041403508771929864e+02,9.410593792172738858e+01,1.867911133016562086e+00
1.040553306342780076e+02,9.423414304993252699e+01,1.874735499832949737e+00
1.041363022941970371e+02,9.375978407557354899e+01,1.872268248118358347e+00
1.039804318488529020e+02,9.381713900134953121e+01,1.855676991116278707e+00
1.041497975708501968e+02,9.408232118758434126e+01,1.868471387789587101e+00
1.043562753036437272e+02,9.429689608636977027e+01,1.881039600251455557e+00
1.040134952766531740e+02,9.410053981106612753e+01,1.859959847256551058e+00
1.037172739541160524e+02,9.469433198380566807e+01,1.952750423264324908e+00
1.042678812415654477e+02,9.445951417004049233e+01,1.888064320864714984e+00
1.044075573549257712e+02,9.449527665317138769e+01,1.889983340376478527e+00
1.039217273954116081e+02,9.478340080971659631e+01,1.914294184891969675e+00
1.044473684210526301e+02,9.484817813765182848e+01,1.899468676781139953e+00
1.043596491228070136e+02,9.487381916329285048e+01,1.891920664703124144e+00
1.045944669365722035e+02,9.510391363022941391e+01,1.901044946810309444e+00
1.042840755735492593e+02,9.493522267206478205e+01,1.900447502830885593e+00
1.046524966261808345e+02,9.522672064777327705e+01,1.907052119382655286e+00
1.042125506072874543e+02,9.476720647773279893e+01,1.895648667738085269e+00
1.045269905533063479e+02,9.476923076923077360e+01,1.894367896855898570e+00
1.040607287449392686e+02,9.494466936572199245e+01,1.906865248167983751e+00
1.042887989203778716e+02,9.491160593792172051e+01,1.901318225231576786e+00
1.040748987854251055e+02,9.512078272604588847e+01,1.924284212183751563e+00
1.039149797570850211e+02,9.478407557354925927e+01,1.945692881659195628e+00
1.039885290148448007e+02,9.411808367071525083e+01,1.897359202241127640e+00
1.039392712550607314e+02,9.427935222672064697e+01,1.895713083500696783e+00
1.041410256410256352e+02,9.450472334682861231e+01,1.899049459855878474e+00
1.037361673414305017e+02,9.413765182186234881e+01,1.916114155578980682e+00
1.038178137651821800e+02,9.401889338731443502e+01,1.896856596500645642e+00
1.036599190283400844e+02,9.407759784075572895e+01,1.907068362022208419e+00
1.034811066126855650e+02,9.367476383265857010e+01,1.894724181997930135e+00
1.039473684210526301e+02,9.382591093117409287e+01,1.886722952100386319e+00
1.037483130904183497e+02,9.389811066126856076e+01,1.889532219398894375e+00
1.042267206477732771e+02,9.457489878542510553e+01,1.905172619686315905e+00
1.040944669365722035e+02,9.489068825910931082e+01,1.908575594957899080e+00
1.040823211875843413e+02,9.463157894736842479e+01,1.912588407685043013e+00
1.039433198380566807e+02,9.438461538461538680e+01,1.956230929825418796e+00
1.040175438596491233e+02,9.466936572199729483e+01,1.909356671731651023e+00
1.042489878542510127e+02,9.439743589743589780e+01,1.897161757038608787e+00
1.041356275303643741e+02,9.408906882591092824e+01,1.881406456785407411e+00
1.040856950067476419e+02,9.444871794871794179e+01,1.908714132889192339e+00
1.040958164642375152e+02,9.431106612685560719e+01,1.913117919908257525e+00
1.038508771929824519e+02,9.415721997300944679e+01,1.946997473860863970e+00
1.042651821862348243e+02,9.400337381916328638e+01,1.881671129316557334e+00
1.040742240215924426e+02,9.394466936572199245e+01,1.885302497365987318e+00
1.038103913630229442e+02,9.456950067476383026e+01,1.941386173808682170e+00
1.041835357624831317e+02,9.449055330634277539e+01,1.891848862787941066e+00
1.043596491228070136e+02,9.436504723346828882e+01,1.873137334558654832e+00
1.044264507422402204e+02,9.504385964912280826e+01,1.907825969924292320e+00
1.044500674763832677e+02,9.510593792172738858e+01,1.902294628060137827e+00
1.042240215924426394e+02,9.466869095816464608e+01,1.880242869741894918e+00
1.043124156545209189e+02,9.468218623481782004e+01,1.898930682455614027e+00
1.043387314439946039e+02,9.497638326585695268e+01,1.897201713300787684e+00
1.043306342780027052e+02,9.446153846153846700e+01,1.873627105472608356e+00
1.040836707152496672e+02,9.451619433198381159e+01,1.904492085746517738e+00
1.042874493927125457e+02,9.459649122807017818e+01,1.899308600265288138e+00
1.042800269905533099e+02,9.471592442645074073e+01,1.907121469789676116e+00
1.042537112010796250e+02,9.479622132253710731e+01,1.895680006485525926e+00
1.042516869095816503e+02,9.472672064777327705e+01,1.891902085271266021e+00
1.041194331983805625e+02,9.460593792172738858e+01,1.893035171575519371e+00
1.042921727395411580e+02,9.460256410256410220e+01,1.891568428895604725e+00
1.043670715249662635e+02,9.483603238866396623e+01,1.910003226545098798e+00
1.041659919028340084e+02,9.441363022941970939e+01,1.883676556962309734e+00
1.046018893387314392e+02,9.491295546558704643e+01,1.892640739219765278e+00
1.041659919028340084e+02,9.508636977058029061e+01,1.924956593075479727e+00
1.046336032388663995e+02,9.504723346828609465e+01,1.894702640706102503e+00
1.038886639676113361e+02,9.452361673414304732e+01,1.892565050097144042e+00
1.040688259109311673e+02,9.407692307692308020e+01,1.871120229950701486e+00
1.040688259109311673e+02,9.432928475033737925e+01,1.938347094943115856e+00
1.035141700404858369e+02,9.365519568151147212e+01,1.918965811958515122e+00
1.041680161943319831e+02,9.412685560053981249e+01,1.897050676843643924e+00
1.038859649122806985e+02,9.409649122807017818e+01,1.892414402435880660e+00
1.043636977058029629e+02,9.460728744939271451e+01,1.890224370212681970e+00
1.043576248313090389e+02,9.452631578947368496e+01,1.891155314332530590e+00
1.040674763832658556e+02,9.476180836707152366e+01,1.914560855284572538e+00
1.043630229419703142e+02,9.489878542510120951e+01,1.904944893151808927e+00
1.043367071524966292e+02,9.497503373819162675e+01,1.898176346031762218e+00
1.041470985155195734e+02,9.533805668016194090e+01,1.926077693639382638e+00
1.039568151147098547e+02,9.453441295546558365e+01,1.910583988179392012e+00
1.036255060728745008e+02,9.421390013495276605e+01,1.943573587237112932e+00
1.039149797570850211e+02,9.451551956815114863e+01,1.914216176891296861e+00
1.042294197031039147e+02,9.398043184885290202e+01,1.884449874353615328e+00
1.038272604588394046e+02,9.398515519568151433e+01,1.898124536437429288e+00
1.036336032388663995e+02,9.426450742240216130e+01,1.922846705950865376e+00
1.042732793522267229e+02,9.420580296896086736e+01,1.889466264273980567e+00
1.042496626180836756e+02,9.411808367071525083e+01,1.884324633797602067e+00
1.033022941970310455e+02,9.340958164642374584e+01,1.925456688936108218e+00
1.045836707152496672e+02,9.464777327935222218e+01,1.871751238536951911e+00
1.042442645074224004e+02,9.435695006747639013e+01,1.875312254829372360e+00
1.041039136302294139e+02,9.421052631578947967e+01,1.877106892910838765e+00
1.042658569500674730e+02,9.429959514170040791e+01,1.874615701923805444e+00
1.040634278002699062e+02,9.433400809716599156e+01,1.881404826963969157e+00
1.041842105263157947e+02,9.430701754385964364e+01,1.870852834324855607e+00
1.037678812415654477e+02,9.376653171390013597e+01,1.882676520832438527e+00
1.039689608636977027e+02,9.386977058029690113e+01,1.871392940565625995e+00
1.036929824561403564e+02,9.375708502024291136e+01,1.892646821696186255e+00
1.042557354925775996e+02,9.475573549257759964e+01,1.892419165025554184e+00
1.040364372469635583e+02,9.493319838056680737e+01,1.916067373701921372e+00
1.044601889338731411e+02,9.482456140350876694e+01,1.872965672289587769e+00
1.036133603238866385e+02,9.377058029689608531e+01,1.913865407066978275e+00
1.040485829959514206e+02,9.439406207827261142e+01,1.893378657118566677e+00
1.036774628879892077e+02,9.446288798920377872e+01,1.952354613298289410e+00
1.038448043184885279e+02,9.456747638326585559e+01,1.923689416340361724e+00
1.035148448043184857e+02,9.452699055330634792e+01,1.960764833276842811e+00
1.041356275303643741e+02,9.474696356275303799e+01,1.916486078884925393e+00
1.037989203778677449e+02,9.467004048582995779e+01,1.932291341991790201e+00
1.039628879892037787e+02,9.453981106612685892e+01,1.926736333068484353e+00
1.040371120107962213e+02,9.446626180836706510e+01,1.907393993647288344e+00
1.038738191632928505e+02,9.451686909581646034e+01,1.918961325886701541e+00
1.036079622132253775e+02,9.420580296896086736e+01,1.926502451346329581e+00
1.036902834008097187e+02,9.420445344129554144e+01,1.920220988322842492e+00
1.037975708502024332e+02,9.415384615384616041e+01,1.906636984857848827e+00
1.037307692307692264e+02,9.368016194331983115e+01,1.876757597963766067e+00
1.039055330634277965e+02,9.397840755735492735e+01,1.899941394396837069e+00
1.037381916329284763e+02,9.425371120107962497e+01,1.907672392455714183e+00
1.037483130904183497e+02,9.404655870445344590e+01,1.905301525344959224e+00
1.036390013495276605e+02,9.401686909581646034e+01,1.911656800675827217e+00
1.036072874493927145e+02,9.359311740890687759e+01,1.886834998469582025e+00
1.038259109311740929e+02,9.412955465587045012e+01,1.920822750066767393e+00
1.039257759784075574e+02,9.400269905533063763e+01,1.906764424943196090e+00
1.041612685560053961e+02,9.478947368421052033e+01,1.904297108823164386e+00
1.039561403508771917e+02,9.430769230769230660e+01,1.935014789099278376e+00
1.038974358974358978e+02,9.443117408906883270e+01,1.933972708757587089e+00
1.037415654520917627e+02,9.470647773279351611e+01,1.957291197489296586e+00
1.043684210526315752e+02,9.472739541160594001e+01,1.915216131888652029e+00
1.036234817813765119e+02,9.454993252361673228e+01,1.955874471152015737e+00
1.044568151147098547e+02,9.531916329284750589e+01,1.903241498113881880e+00
1.045269905533063479e+02,9.528744939271254566e+01,1.917637078786462945e+00
1.043643724696356259e+02,9.515317139001349744e+01,1.906940255537706408e+00
1.046322537112010735e+02,9.547233468286100333e+01,1.915195248708248865e+00
1.042510121457489873e+02,9.482186234817814352e+01,1.938100389699572101e+00
1.043913630229419738e+02,9.507017543859649322e+01,1.896912635856907503e+00
1.041626180836707221e+02,9.501754385964912331e+01,1.904673334108741845e+00
1.046315789473684248e+02,9.476720647773279893e+01,1.886802926793033963e+00
1.038124156545209189e+02,9.452968960863697134e+01,1.941907528451265685e+00
1.042989203778677449e+02,9.493049932523616974e+01,1.897812950253343622e+00
1.041835357624831317e+02,9.479689608636977027e+01,1.902283923323838666e+00
1.044986504723346883e+02,9.476315789473683537e+01,1.890996719160534578e+00
1.039952766531713877e+02,9.392105263157894512e+01,1.859613293827834468e+00
1.041538461538461604e+02,9.402901484480432259e+01,1.863133109050145730e+00
1.036180836707152508e+02,9.365182186234817152e+01,1.896977026948109435e+00
1.041369770580296858e+02,9.365654520917678383e+01,1.864214967580254401e+00
1.040802968960863666e+02,9.420107962213225505e+01,1.885499986825212027e+00
1.035047233468286123e+02,9.389946018893387247e+01,1.927803250449757311e+00
1.041727395411605954e+02,9.431443994601889358e+01,1.907749992897775471e+00
1.039095816464237458e+02,9.459784075573548989e+01,1.912452883678195992e+00
1.038893387314439991e+02,9.452496626180837325e+01,1.920383627473345900e+00
1.042834008097165963e+02,9.500404858299594935e+01,1.912572046782853530e+00
1.043124156545209189e+02,9.507422402159244257e+01,1.905084269429345945e+00
1.042631578947368354e+02,9.431174089068825594e+01,1.878084361328365315e+00
1.041120107962213268e+02,9.462820512820512420e+01,1.906265431887884443e+00
1.036963562753036427e+02,9.465789473684210975e+01,1.964503672413340674e+00
1.044750337381916268e+02,9.439203778677462253e+01,1.888261650871982500e+00
1.042624831309041866e+02,9.434210526315789025e+01,1.912665140730323454e+00
1.041025641025641022e+02,9.443117408906883270e+01,1.918125211680540065e+00
1.038441295546558649e+02,9.404790823211875761e+01,1.897782111092150004e+00
1.039129554655870464e+02,9.447031039136302866e+01,1.933142125873813733e+00
1.043427800269905532e+02,9.447233468286100333e+01,1.869868732920086263e+00
1.037928475033738209e+02,9.440485829959514774e+01,1.921213830163129632e+00
1.038279352226720675e+02,9.375573549257759964e+01,1.883758529995175568e+00
1.040883940620782795e+02,9.429284750337382093e+01,1.882332990390852778e+00
1.035856950067476419e+02,9.371457489878542901e+01,1.913018632377357697e+00
1.037273954116059400e+02,9.445074224021593068e+01,1.949321047790069983e+00
1.037294197031039147e+02,9.349730094466936237e+01,1.896146424730747349e+00
1.043549257759784012e+02,9.392105263157894512e+01,1.861844959300304136e+00
1.040121457489878480e+02,9.428879892037787158e+01,1.890276029663529478e+00
1.035155195681511486e+02,9.420107962213225505e+01,1.946958064772691621e+00
1.036390013495276605e+02,9.444399460188934370e+01,1.949023090930898761e+00
1.045600539811066056e+02,9.428272604588394756e+01,1.883297950799256215e+00
1.038009446693657196e+02,9.408097165991902955e+01,1.911905647331830327e+00
1.041599190283400844e+02,9.410796221322537747e+01,1.883440022888406951e+00
1.040715249662618049e+02,9.424898785425101266e+01,1.882211548090788833e+00
1.039534412955465541e+02,9.391497975708502111e+01,1.896103439678152647e+00
1.041450742240215988e+02,9.411538461538461320e+01,1.890529178141534539e+00
1.043508771929824519e+02,9.430701754385964364e+01,1.897711999381301418e+00
1.041282051282051242e+02,9.405600539811065630e+01,1.896615534396066671e+00
1.042935222672064839e+02,9.428812415654520862e+01,1.893887175545721391e+00
1.042341430499325270e+02,9.461808367071525083e+01,1.878449286228168535e+00
1.046734143049932584e+02,9.482253711201079227e+01,1.868286873270379234e+00
1.042773279352226723e+02,9.499460188933872473e+01,1.894425825867683599e+00
1.044696356275303657e+02,9.505600539811065630e+01,1.890136117648203662e+00
1.044581646423751664e+02,9.448717948717948900e+01,1.866976894376108476e+00
1.039102564102564088e+02,9.458636977058029061e+01,1.937728446470092125e+00
1.043765182186234881e+02,9.467543859649123306e+01,1.877191454623852618e+00
1.043657219973009376e+02,9.478002699055330993e+01,1.882713639327824318e+00
1.041275303643724754e+02,9.440958164642374584e+01,1.916675901937163973e+00
1.045452091767881200e+02,9.466194331983805910e+01,1.883038093546432368e+00
1.047287449392712517e+02,9.492037786774628216e+01,1.888252954919750426e+00
1.039480431848852930e+02,9.454251012145749655e+01,1.932674841930791754e+00
1.043974358974358978e+02,9.519500674763833103e+01,1.941437922129685356e+00
1.045465587044534459e+02,9.516936572199729483e+01,1.896903432664916345e+00
1.046882591093117441e+02,9.523009446693657765e+01,1.879953955674874333e+00
1.042995951417004079e+02,9.478947368421052033e+01,1.891380826260621095e+00
1.042631578947368354e+02,9.447233468286100333e+01,1.914044995755683987e+00
1.041943319838056681e+02,9.426990553306342235e+01,1.866536507019807667e+00
1.044608636977058040e+02,9.469365721997300511e+01,1.874678007203392394e+00
1.042381916329284763e+02,9.434075573549257854e+01,1.864738028641616197e+00
1.042584345479082373e+02,9.430161943319838258e+01,1.869273379036725746e+00
1.037651821862348243e+02,9.469568151147097979e+01,1.963166208431850412e+00
1.040755735492577543e+02,9.447031039136302866e+01,1.901452608259852184e+00
1.039669365721997281e+02,9.418016194331983115e+01,1.928895246251252527e+00
1.044331983805668074e+02,9.459244264507422884e+01,1.870992743958990623e+00
1.039311740890688327e+02,9.419905533063428038e+01,1.904495483580269433e+00
