Mean_Green_Intensity
3.437601981351981095e+01
9.097577803875513780e+01
9.204022313564298940e+01
9.064562536699941120e+01
9.160863182618908240e+01
9.298297122724603980e+01
9.307149148561362040e+01
9.269920728126834319e+01
9.094857226107225756e+01
9.136934820904286880e+01
9.052686435701703260e+01
9.096760355029586265e+01
8.942692307692307452e+01
8.890469676242589969e+01
8.773324213406293381e+01
8.834686122511020301e+01
8.789101687186501977e+01
8.820307037543699380e+01
8.800015199878400551e+01
8.793509651922784087e+01
8.735044378698225387e+01
8.703062130177514177e+01
8.817647928994082918e+01
8.840281065088757373e+01
8.650088757396449068e+01
8.636257396449704515e+01
8.577348796241926721e+01
8.566823253082795020e+01
8.625866118614210620e+01
8.749016441573694181e+01
8.622078684674104920e+01
8.586346153846153584e+01
8.562500000000000000e+01
8.533269230769231228e+01
8.357115384615384812e+01
8.292160892542571560e+01
8.424251321197886000e+01
8.479275147928994727e+01
8.498106508875738996e+01
8.457278106508876192e+01
8.349585798816568172e+01
8.370117039063687514e+01
8.492189349112426555e+01
8.522781065088757657e+01
8.526642011834319135e+01
8.496035502958579855e+01
8.505103550295858383e+01
8.427603550295857815e+01
8.529926035502958825e+01
8.414201183431953268e+01
8.430384615384615188e+01
8.413740458015267620e+01
8.331591309453905581e+01
8.441250733998825240e+01
8.378038755137991700e+01
8.320265151515151558e+01
8.307007575757575069e+01
8.277744425385934335e+01
8.307132647226987388e+01
8.304560023310023098e+01
8.332211538461538680e+01
8.474398120963006420e+01
8.488637698179682900e+01
8.338403263403263566e+01
8.346692890442889734e+01
8.451413170163169752e+01
8.552422196124486220e+01
8.415428321678321311e+01
8.488211978860833540e+01
8.338934911242603221e+01
8.500532544378698674e+01
8.245356437148502948e+01
8.379510563915488319e+01
8.389831281349749759e+01
8.345204438364493171e+01
8.425118343195266846e+01
8.426019813519813795e+01
8.418648018648018194e+01
8.378802447552448029e+01
8.386494755244754629e+01
8.402950675278918879e+01
8.366229603729603070e+01
8.280900349650349312e+01
8.404550792718731600e+01
8.259134615384616041e+01
8.416514973576042280e+01
8.419950088079859540e+01
8.271065766294773880e+01
8.400917159763314146e+01
8.322928994082840859e+01
7.313417159763314146e+01
7.220902366863904831e+01
7.199718934911243196e+01
7.179275147928994727e+01
7.312588757396449068e+01
7.285892542571932040e+01
7.431079881656805242e+01
7.436745562130177234e+01
7.431570512820512420e+01
7.495715704355227160e+01
7.508753014612001664e+01
7.598169529709940662e+01
7.509490284426921392e+01
7.575514403292180532e+01
5.884504357298474986e+01
5.970318220219656524e+01
5.463784849338214400e+01
5.498549704308645403e+01
5.441325010639807402e+01
5.097772733721095051e+01
5.159001276776847789e+01
5.148772875585189723e+01
5.156903945111492504e+01
5.156389365351629550e+01
5.154974271012007137e+01
5.035934819897084225e+01
5.032704402515723530e+01
5.066200466200466224e+01
5.064699883449883799e+01
5.075932400932401123e+01
5.090646853146853346e+01
5.080506993006993355e+01
5.089991258741258662e+01
5.101427738927738886e+01
5.153794864519790053e+01
5.044829053766491711e+01
5.057997747113488884e+01
4.975485778653900582e+01
5.076457335961701034e+01
4.964587440157701792e+01
4.920260631001372076e+01
4.961757251478456965e+01
4.931810699588477576e+01
4.858617290903971053e+01
4.956688256829062311e+01
4.948662348634187680e+01
4.955604055195719582e+01
4.975727053482763296e+01
5.040317775571003267e+01
4.937409561639948663e+01
4.928628174209107726e+01
4.939436821040594339e+01
4.948239932413405029e+01
4.731103487707261479e+01
3.970818764568764436e+01
4.194878706199460794e+01
5.695015488594761877e+01
9.032482853223594077e+01
4.331687062937062649e+01
4.351804733727810515e+01
4.488449754901960631e+01
4.759221813725490335e+01
5.125995710784313530e+01
5.212821691176470296e+01
5.465014792899408036e+01
5.605343511450382010e+01
7.120325443786981623e+01
7.074242424242424931e+01
7.023514502956913930e+01
6.635665294924554303e+01
5.689242919389977970e+01
5.619382716049382509e+01
5.745423824274852365e+01
5.808327422329408307e+01
6.009107674847496128e+01
6.076606610866789282e+01
6.126929674099485368e+01
6.148527730131503688e+01
6.086163522012578397e+01
6.050290821393105745e+01
6.125549723365016064e+01
6.133650163143708056e+01
6.031337412587412672e+01
6.069318501830470325e+01
6.257750342935528209e+01
6.333182441700959941e+01
6.419122085048010717e+01
6.429574759945130324e+01
6.448986201070121638e+01
6.573655308363841243e+01
6.576105322444381329e+01
6.708737997256515939e+01
6.719176954732510865e+01
6.712551440329218622e+01
6.795887799564269471e+01
6.804684095860567083e+01
6.920370370370370949e+01
6.759218707758853384e+01
6.666436629064365604e+01
6.805151515151514729e+01
6.811989459815546866e+01
6.745111989459815049e+01
6.642932979429329521e+01
6.562527233115469016e+01
6.388139978213507675e+01
6.563456790123456130e+01
6.568600394255139463e+01
6.665361869895804148e+01
6.560701210926499982e+01
6.531343283582089043e+01
6.345311391686764324e+01
6.363214640374521025e+01
6.387292738707832740e+01
6.434205260148655725e+01
6.428656547027946999e+01
6.683399042523232936e+01
6.761495198902606774e+01
6.698720043572984650e+01
6.876770152505446276e+01
6.840743198407432146e+01
6.921114797611147651e+01
6.843835434638354798e+01
6.832395487723954375e+01
6.851579520697167425e+01
6.865509259259259522e+01
6.934763071895424957e+01
6.842239789196311506e+01
6.822885375494071525e+01
6.839307921059746320e+01
6.831413398692809835e+01
6.800462962962963331e+01
6.804705075445815510e+01
6.775198902606310014e+01
6.797662630245001480e+01
6.771371825790892274e+01
6.788172345818080089e+01
6.737324443183430844e+01
6.740932131793860549e+01
6.856022130798695002e+01
6.858279357927344222e+01
6.902083920022528218e+01
6.873621399176954583e+01
6.005310457516339540e+01
6.000285947712418277e+01
5.988289760348583712e+01
5.942769607843137436e+01
5.971248285322359095e+01
5.995663193466629082e+01
5.852688324585047752e+01
5.789941835721378993e+01
5.764051638530288102e+01
5.616924386437792549e+01
5.608335680090115716e+01
5.640382990706843458e+01
5.649451303155007054e+01
5.625449346405228823e+01
5.642102396514161455e+01
5.760068587105624260e+01
5.629616013071895253e+01
5.774809368191721148e+01
5.790686274509803866e+01
5.674033522573668620e+01
5.665441176470588402e+01
5.601429738562091387e+01
5.657956104252400564e+01
5.667668038408778841e+01
5.591646090534979407e+01
5.640672153635116359e+01
5.662254901960784537e+01
5.667510893246187464e+01
5.747023319615912129e+01
5.830371726274288591e+01
5.778513094902844216e+01
5.795888482117713636e+01
5.792720360461841977e+01
5.704653142289686230e+01
5.816579254079253758e+01
5.837184380504991310e+01
5.731978438228438222e+01
5.810227272727272663e+01
5.810378743394010570e+01
5.953758073987081900e+01
5.807486788021139290e+01
5.751612426035502779e+01
5.890632284382284212e+01
5.909644522144522227e+01
5.919662363455809384e+01
5.997701801673996158e+01
6.021336359767342827e+01
5.968808275058275115e+01
6.043382040005674583e+01
6.080920867361306392e+01
6.066277105040833817e+01
6.024287132926656341e+01
5.954988564894225078e+01
6.036535162950256961e+01
6.006922967796850799e+01
6.131791743509717918e+01
6.138175627748616847e+01
6.125626456876457127e+01
6.156062830299471500e+01
6.082648267762771610e+01
6.115296535525543220e+01
6.108440986494421310e+01
6.049940828402366577e+01
6.018091715976331102e+01
6.151479289940828465e+01
6.135657662947739510e+01
6.202759835584262760e+01
6.155117209834190817e+01
6.250264239577216330e+01
6.237135780885780889e+01
6.244303613053612878e+01
6.232415945524187606e+01
6.277954319761668245e+01
6.277273372109519300e+01
6.286149228130360456e+01
6.184476843910805854e+01
6.164193825042881514e+01
6.173556317895940282e+01
6.187950257289880085e+01
6.238927738927738886e+01
6.236611305361305568e+01
6.264976689976690238e+01
6.273863636363636687e+01
6.355652680652680431e+01
6.361028554778555133e+01
6.283100233100233112e+01
6.275320512820513130e+01
6.276442307692308020e+01
6.281657925407925092e+01
6.291637529137528873e+01
6.303904428904429125e+01
6.380332167832168011e+01
6.377214452214452223e+01
6.371066433566433318e+01
6.443881118881118653e+01
6.442278554778555133e+01
6.444988344988344409e+01
6.510999417249416865e+01
6.489219114219113749e+01
6.454545454545454675e+01
6.412048368298368928e+01
6.387850200114350940e+01
6.297290395800823148e+01
6.353397645056035969e+01
6.390171782596451777e+01
6.381117889062278437e+01
6.354234643211803046e+01
6.449297772733720535e+01
6.445765356788196243e+01
6.514277389277388863e+01
6.414627039627039551e+01
6.361582501467997730e+01
6.150236686390532270e+01
6.230147928994082918e+01
6.270463887257780300e+01
6.332307692307692548e+01
6.422529585798817209e+01
6.492527891955373320e+01
6.593036130536130202e+01
6.626223776223775985e+01
